height,length
21.613962745098434,39.48334018947426
39.37162693421686,45.4902119646029
28.277490222459956,51.711780390093814
20.492505173767356,37.64403047593909
38.578635346225106,47.53395385955052
25.501010733741364,48.43098512664401
23.68825828868759,40.823249553326164
38.46082872086507,50.24741182988513
25.237991718615824,45.655648993548525
22.860070370851684,40.165264008233095
38.746347781093355,48.4338222429063
23.90021360426359,52.373597872157475
22.003494723529876,39.826682131296266
36.51565972148784,51.203988750088406
23.66112400473685,46.894421743436844
21.62265961899334,42.008187611319826
39.054025647218054,48.51057554854569
27.542681167581144,45.82134049208868
22.02415494671736,39.614095811246706
36.363185961320546,48.87959138914069
25.075896092805223,46.989722358759806
23.19446524769006,38.336902718833265
38.32500081272784,51.52777341783859
25.04652405446008,49.1893735080345
20.30894322806106,35.93774651598803
36.30430439378521,49.18210764572718
26.55682187363363,49.87023543284666
23.914918925353366,42.92003823346249
35.69899354848717,50.21017401505306
22.92161672434638,50.00695830829016
22.521976764694855,39.79471515667754
41.13271898617887,51.10598223165265
21.542647697020385,44.87532151034834
22.650693589756763,41.974907252079035
38.47750008677945,53.69621837239152
25.455059171698323,47.48200839797186
22.469275570821605,40.78043823809314
36.279143456831996,48.75699558282232
25.870862030283213,45.58681147549881
21.05980709270721,42.04950468266839
37.09246811576942,49.535614316680814
25.24536865516163,49.091410266040896
21.907036596705783,41.07019415168465
37.82202246519783,48.43281620741419
26.578087471463938,46.12069900225265
21.966108187272035,40.84675143685644
38.13377445498332,47.80159421663396
24.609048468120815,44.20768742026205
20.018789106287635,42.85809045571676
37.46939951633028,47.73117942207205
23.92063074268103,50.222479836511624
21.45959528630266,41.84128232895255
37.54906393679112,52.473047192980346
26.26881955358144,48.08860982168275
23.989216327485373,38.08886177542711
36.08326151808051,49.34053145828939
25.333289730911314,47.54635257897385
21.32684705072053,43.020577768556024
37.35870267433297,47.96637988426815
24.508557817034525,46.02924482427996
21.812709133311458,41.64462903650943
36.67000216481862,49.994678259110565
22.5183961998,49.67353474830077
22.25209994824327,38.55186639600836
38.26157430565169,51.5741130074504
24.38796839991082,47.381046126124765
22.497001159724977,42.29315692425298
35.08769108083924,48.00650821527292
25.202767806122093,47.8035412257888
26.809143929260216,40.59923355574827
38.008554668141876,47.01811082699968
24.9213600736989,42.214730683475544
26.371399732720608,42.240043652610716
39.1269707954387,47.72844758942041
27.289972545234402,52.420688172431966
18.163813281175706,42.28967312964532
38.88020096146087,48.996649694961725
27.34237931332532,47.73352447102964
26.059705478540284,36.860265469467386
37.163088795224574,48.800009611440416
23.307869465354663,48.44724294626447
24.072075614196507,38.497978727369684
38.846596453286814,48.15151494558259
27.020902645733788,47.41805680854288
21.92767080658982,38.63969869426798
36.611777756182946,46.418731479600616
25.55709144893016,48.79022426980835
20.14132178624304,41.2768646826438
35.77370738797813,49.99878089935301
27.169301208604228,45.65343549781031
22.878200303973117,37.48000163281548
41.06456584049899,49.9738192502139
24.432375320361505,49.01914918559262
25.797628197306295,40.14098340419412
36.48634372868558,52.030696246272996
25.60818321569634,42.51388909770858
19.589088845650156,40.87594649709208
38.23875954588979,50.82515750441188
30.1110281524956,50.00481498223232
22.693146523501515,41.83128982343228
40.128531244741986,49.10579772264747
23.454570368098153,47.43159809596342
25.376575178992073,40.357670566204504
41.23756944601476,48.40707825701434
27.10857771500722,47.226776422143004
24.789460689159668,40.63070787264199
34.28857836547915,51.313554622099076
23.934049308145262,47.271332845573866
18.383646560944257,44.841045091816625
37.62830862399996,53.172479016033634
26.955193408873555,51.407817503283745
20.86418932820994,39.79383593312882
36.79234665272092,49.623027771741626
25.57069560568989,48.45900721424439
20.06157658064999,41.175687636368124
36.94515013826637,50.85321262041527
20.43347269148255,50.203773786022765
22.427766512329093,40.29473792419817
40.662200509385414,49.82177082310912
23.74854050734345,44.274483643385004
23.774499531468482,42.190608257616574
39.46309907241055,44.41886187246122
25.097663686065083,46.39974131297075
22.46877590270855,40.27326583338567
35.96316639346737,47.91187740538906
24.289979637072133,48.893528596758486
25.575962270515127,40.64726267640123
37.96394035203609,50.630830059142276
23.599265207366027,51.38337946587345
25.656613689298926,40.530896359979124
42.30217250514073,49.62306362392556
22.394732543745302,49.47879504323026
22.700234317531955,42.61495291121046
38.760186453479456,48.19577650844744
23.52469503911052,48.37513005292874
17.260690998900095,42.57494036738673
38.530050355497714,46.79655873171978
26.736583876504685,49.23286740140489
19.12309113237036,39.14031754647497
38.6546696975201,49.60263508308673
29.904880222022726,50.63566309258302
26.515859214482575,43.556085510394
38.03570892447897,49.79320134755514
24.193863211760267,47.18090843520281
20.52365759378043,39.93182572640714
38.62257419114399,48.514712679338736
23.498195778064705,48.39563534934302
23.93746768185443,37.72920516515703
37.12094068245056,51.13011030774452
29.475326156878285,50.35110030140427
22.408545728648996,45.81901721956821
39.19792474538802,49.26330406812926
24.241978353035464,49.08277735241602
24.07279258505053,42.3215106048571
36.96606849544783,52.756622746498586
27.296189753497547,47.88052719163224
20.584181652496945,42.35101800290041
37.22735508816891,53.537568462426975
25.377438808633357,50.96716186947397
22.08741675498195,42.79974571341207
37.10392562525454,49.57376158943746
25.791243042193305,46.84850742546151
20.465961508513747,39.38994117286842
39.99080169978974,50.105969794525116
25.166931860707503,47.06898513417146
24.124271955290318,42.49098825943013
39.18746650927646,48.52984518454041
28.35736456374032,49.49090441760408
21.183159446005632,41.068273354770504
37.61315217238994,49.63132923824873
23.417376124699206,49.778528454284626
22.166587047223047,43.264139325567115
40.057359948680926,51.22930939901942
22.941128248748385,51.09631263757627
22.104384400188255,41.59091830470746
38.17934685854739,52.38647196580149
26.229493273760244,48.49204439917009
21.446235189045805,41.76951766116458
40.52348131055829,51.76934455751758
27.82146573313421,47.579070349050156
23.28742459543043,41.34050843943434
36.17112553841767,52.1094448985643
25.97430827297624,43.15344832169035
21.5962107955818,36.836525163048
40.798645092858955,51.498114262669205
26.384277926658672,50.976389403874826
23.343513405767855,42.86796684947862
